year	publisher	institute	cost
2011	Elsevier	Birmingham City University	78914.00
2012	Elsevier	Birmingham City University	80888.00
2013	Elsevier	Birmingham City University	101157.00
2014	Elsevier	Birmingham City University	107691.00
2010	Wiley	Birmingham City University	1708.85
2011	Wiley	Birmingham City University	1672.50
2012	Wiley	Birmingham City University	2314.00
2013	Wiley	Birmingham City University	2616.40
2014	Wiley	Birmingham City University	2058.77
2010	Springer	Birmingham City University	0.00
2011	Springer	Birmingham City University	0.00
2012	Springer	Birmingham City University	4370.40
2013	Springer	Birmingham City University	17794.80
2014	Springer	Birmingham City University	11764.00
2010	Taylor & Francis	Birmingham City University	0.00
2011	Taylor & Francis	Birmingham City University	0.00
2012	Taylor & Francis	Birmingham City University	820.40
2013	Taylor & Francis	Birmingham City University	0.00
2014	Taylor & Francis	Birmingham City University	0.00
2010	Sage	Birmingham City University	8605.70
2011	Sage	Birmingham City University	9035.99
2012	Sage	Birmingham City University	9689.40
2013	Sage	Birmingham City University	10173.60
2014	Sage	Birmingham City University	10580.40
2010	Oxford University Press	Birmingham City University	3061.78
2011	Oxford University Press	Birmingham City University	8888.40
2012	Oxford University Press	Birmingham City University	7452.00
2013	Oxford University Press	Birmingham City University	7708.84
2014	Oxford University Press	Birmingham City University	6565.00
2010	Cambridge University Press	Birmingham City University	188.40
2011	Cambridge University Press	Birmingham City University	201.64
2012	Cambridge University Press	Birmingham City University	217.21
2013	Cambridge University Press	Birmingham City University	234.33
2014	Cambridge University Press	Birmingham City University	252.52
2010	Nature Publishing Group	Birmingham City University	0
2011	Nature Publishing Group	Birmingham City University	0
2012	Nature Publishing Group	Birmingham City University	0
2013	Nature Publishing Group	Birmingham City University	0
2014	Nature Publishing Group	Birmingham City University	0
2010	Royal Society of Chemistry	Birmingham City University	0
2011	Royal Society of Chemistry	Birmingham City University	0
2012	Royal Society of Chemistry	Birmingham City University	0
2013	Royal Society of Chemistry	Birmingham City University	0
2014	Royal Society of Chemistry	Birmingham City University	0
2010	Institute of Physics Publishing	Birmingham City University	0
2011	Institute of Physics Publishing	Birmingham City University	0
2012	Institute of Physics Publishing	Birmingham City University	0
2013	Institute of Physics Publishing	Birmingham City University	0
2014	Institute of Physics Publishing	Birmingham City University	0
2010	Elsevier	Bishop Grosseteste University	0.00
2011	Elsevier	Bishop Grosseteste University	0.00
2012	Elsevier	Bishop Grosseteste University	0.00
2013	Elsevier	Bishop Grosseteste University	0.00
2014	Elsevier	Bishop Grosseteste University	0.00
2010	Wiley	Bishop Grosseteste University	3998.00
2011	Wiley	Bishop Grosseteste University	6474.00
2012	Wiley	Bishop Grosseteste University	6715.00
2013	Wiley	Bishop Grosseteste University	6805.00
2014	Wiley	Bishop Grosseteste University	7268.00
2010	Springer	Bishop Grosseteste University	0.00
2011	Springer	Bishop Grosseteste University	0.00
2012	Springer	Bishop Grosseteste University	0.00
2013	Springer	Bishop Grosseteste University	0.00
2014	Springer	Bishop Grosseteste University	0.00
2010	Taylor & Francis	Bishop Grosseteste University	24649.00
2011	Taylor & Francis	Bishop Grosseteste University	27940.00
2012	Taylor & Francis	Bishop Grosseteste University	27975.00
2013	Taylor & Francis	Bishop Grosseteste University	29784.00
2014	Taylor & Francis	Bishop Grosseteste University	30687.00
2010	Sage	Bishop Grosseteste University	3592.00
2011	Sage	Bishop Grosseteste University	4557.00
2012	Sage	Bishop Grosseteste University	4478.00
2013	Sage	Bishop Grosseteste University	5325.00
2014	Sage	Bishop Grosseteste University	7976.00
2010	Oxford University Press	Bishop Grosseteste University	489.00
2011	Oxford University Press	Bishop Grosseteste University	345.00
2012	Oxford University Press	Bishop Grosseteste University	389.00
2013	Oxford University Press	Bishop Grosseteste University	367.00
2014	Oxford University Press	Bishop Grosseteste University	626.00
2010	Cambridge University Press	Bishop Grosseteste University	1134.00
2011	Cambridge University Press	Bishop Grosseteste University	1215.00
2012	Cambridge University Press	Bishop Grosseteste University	1132.00
2013	Cambridge University Press	Bishop Grosseteste University	1145.00
2014	Cambridge University Press	Bishop Grosseteste University	1971.00
2010	Nature Publishing Group	Bishop Grosseteste University	0
2011	Nature Publishing Group	Bishop Grosseteste University	0
2012	Nature Publishing Group	Bishop Grosseteste University	0
2013	Nature Publishing Group	Bishop Grosseteste University	0
2014	Nature Publishing Group	Bishop Grosseteste University	0
2010	Royal Society of Chemistry	Bishop Grosseteste University	0
2011	Royal Society of Chemistry	Bishop Grosseteste University	0
2012	Royal Society of Chemistry	Bishop Grosseteste University	0
2013	Royal Society of Chemistry	Bishop Grosseteste University	0
2014	Royal Society of Chemistry	Bishop Grosseteste University	0
2010	Institute of Physics Publishing	Bishop Grosseteste University	0
2011	Institute of Physics Publishing	Bishop Grosseteste University	0
2012	Institute of Physics Publishing	Bishop Grosseteste University	0
2013	Institute of Physics Publishing	Bishop Grosseteste University	0
2014	Institute of Physics Publishing	Bishop Grosseteste University	0
2010	Elsevier	University of Bolton	53235.75
2011	Elsevier	University of Bolton	65448.22
2012	Elsevier	University of Bolton	64179.20
2013	Elsevier	University of Bolton	64552.50
2014	Elsevier	University of Bolton	65469.00
2010	Wiley	University of Bolton	30489.21
2011	Wiley	University of Bolton	30898.34
2012	Wiley	University of Bolton	32360.48
2013	Wiley	University of Bolton	28141.51
2014	Wiley	University of Bolton	25683.08
2010	Springer	University of Bolton	663.35
2011	Springer	University of Bolton	744.19
2012	Springer	University of Bolton	849.38
2013	Springer	University of Bolton	824.53
2014	Springer	University of Bolton	904.06
2010	Taylor & Francis	University of Bolton	79297.22
2011	Taylor & Francis	University of Bolton	70657.66
2012	Taylor & Francis	University of Bolton	74210.14
2013	Taylor & Francis	University of Bolton	71682.33
2014	Taylor & Francis	University of Bolton	74446.64
2010	Sage	University of Bolton	17947.51
2011	Sage	University of Bolton	19805.37
2012	Sage	University of Bolton	19046.51
2013	Sage	University of Bolton	14803.97
2014	Sage	University of Bolton	14282.08
2010	Oxford University Press	University of Bolton	6544.56
2011	Oxford University Press	University of Bolton	7050.35
2012	Oxford University Press	University of Bolton	7597.03
2013	Oxford University Press	University of Bolton	8128.43
2014	Oxford University Press	University of Bolton	8474.91
2010	Cambridge University Press	University of Bolton	8211.77
2011	Cambridge University Press	University of Bolton	8520.00
2012	Cambridge University Press	University of Bolton	0.00
2013	Cambridge University Press	University of Bolton	0.00
2014	Cambridge University Press	University of Bolton	0.00
2010	Nature Publishing Group	University of Bolton	1590
2011	Nature Publishing Group	University of Bolton	1648
2012	Nature Publishing Group	University of Bolton	1796
2013	Nature Publishing Group	University of Bolton	1903
2014	Nature Publishing Group	University of Bolton	2083
2010	Royal Society of Chemistry	University of Bolton	263
2011	Royal Society of Chemistry	University of Bolton	247
2012	Royal Society of Chemistry	University of Bolton	279
2013	Royal Society of Chemistry	University of Bolton	286
2014	Royal Society of Chemistry	University of Bolton	305
2010	Institute of Physics Publishing	University of Bolton	305
2011	Institute of Physics Publishing	University of Bolton	300
2012	Institute of Physics Publishing	University of Bolton	311
2013	Institute of Physics Publishing	University of Bolton	323
2014	Institute of Physics Publishing	University of Bolton	349
2010	Elsevier	Bournemouth University	127782.00
2011	Elsevier	Bournemouth University	120708.00
2012	Elsevier	Bournemouth University	144448.00
2013	Elsevier	Bournemouth University	131747.00
2014	Elsevier	Bournemouth University	136731.00
2010	Wiley	Bournemouth University	70121.00
2011	Wiley	Bournemouth University	77178.00
2012	Wiley	Bournemouth University	75074.00
2013	Wiley	Bournemouth University	85323.00
2014	Wiley	Bournemouth University	86087.00
2010	Springer	Bournemouth University	19613.00
2011	Springer	Bournemouth University	24996.00
2012	Springer	Bournemouth University	26274.00
2013	Springer	Bournemouth University	25387.00
2014	Springer	Bournemouth University	30575.00
2010	Taylor & Francis	Bournemouth University	66296.00
2011	Taylor & Francis	Bournemouth University	70527.00
2012	Taylor & Francis	Bournemouth University	74244.00
2013	Taylor & Francis	Bournemouth University	81157.00
2014	Taylor & Francis	Bournemouth University	87419.00
2010	Sage	Bournemouth University	56282.00
2011	Sage	Bournemouth University	58823.00
2012	Sage	Bournemouth University	63548.00
2013	Sage	Bournemouth University	64827.00
2014	Sage	Bournemouth University	67204.00
2010	Oxford University Press	Bournemouth University	9514.00
2011	Oxford University Press	Bournemouth University	10014.00
2012	Oxford University Press	Bournemouth University	10542.00
2013	Oxford University Press	Bournemouth University	9684.00
2014	Oxford University Press	Bournemouth University	10351.00
2010	Cambridge University Press	Bournemouth University	5836.00
2011	Cambridge University Press	Bournemouth University	6205.00
2012	Cambridge University Press	Bournemouth University	6532.00
2013	Cambridge University Press	Bournemouth University	6855.00
2014	Cambridge University Press	Bournemouth University	7384.00
2010	Nature Publishing Group	Bournemouth University	1546
2011	Nature Publishing Group	Bournemouth University	1685
2012	Nature Publishing Group	Bournemouth University	1842
2013	Nature Publishing Group	Bournemouth University	8886
2014	Nature Publishing Group	Bournemouth University	7307
2010	Royal Society of Chemistry	Bournemouth University	2292
2011	Royal Society of Chemistry	Bournemouth University	2554
2012	Royal Society of Chemistry	Bournemouth University	2866
2013	Royal Society of Chemistry	Bournemouth University	3169
2014	Royal Society of Chemistry	Bournemouth University	3314
2010	Institute of Physics Publishing	Bournemouth University	1411
2011	Institute of Physics Publishing	Bournemouth University	1510
2012	Institute of Physics Publishing	Bournemouth University	1618
2013	Institute of Physics Publishing	Bournemouth University	1683
2014	Institute of Physics Publishing	Bournemouth University	1750
2010	Elsevier	University of Bradford	
2011	Elsevier	University of Bradford	53764.00
2012	Elsevier	University of Bradford	82681.00
2013	Elsevier	University of Bradford	37823.00
2014	Elsevier	University of Bradford	21622.00
2010	Wiley	University of Bradford	
2011	Wiley	University of Bradford	
2012	Wiley	University of Bradford	
2013	Wiley	University of Bradford	
2014	Wiley	University of Bradford	
2010	Springer	University of Bradford	
2011	Springer	University of Bradford	
2012	Springer	University of Bradford	
2013	Springer	University of Bradford	
2014	Springer	University of Bradford	
2010	Taylor & Francis	University of Bradford	2638.06
2011	Taylor & Francis	University of Bradford	2618.19
2012	Taylor & Francis	University of Bradford	2888.85
2013	Taylor & Francis	University of Bradford	3157.79
2014	Taylor & Francis	University of Bradford	3151.23
2010	Sage	University of Bradford	375.31
2011	Sage	University of Bradford	0.00
2012	Sage	University of Bradford	5552.40
2013	Sage	University of Bradford	72.00
2014	Sage	University of Bradford	19290.00
2010	Oxford University Press	University of Bradford	
2011	Oxford University Press	University of Bradford	
2012	Oxford University Press	University of Bradford	
2013	Oxford University Press	University of Bradford	
2014	Oxford University Press	University of Bradford	
2010	Cambridge University Press	University of Bradford	552.28
2011	Cambridge University Press	University of Bradford	304.95
2012	Cambridge University Press	University of Bradford	788.06
2013	Cambridge University Press	University of Bradford	2495.17
2014	Cambridge University Press	University of Bradford	0.00
2010	Nature Publishing Group	University of Bradford	40326
2011	Nature Publishing Group	University of Bradford	63311
2012	Nature Publishing Group	University of Bradford	27350
2013	Nature Publishing Group	University of Bradford	29886
2014	Nature Publishing Group	University of Bradford	30210
2010	Royal Society of Chemistry	University of Bradford	5202.00
2011	Royal Society of Chemistry	University of Bradford	4817.75
2012	Royal Society of Chemistry	University of Bradford	5883.69
2013	Royal Society of Chemistry	University of Bradford	5968.00
2014	Royal Society of Chemistry	University of Bradford	6147.04
2010	Institute of Physics Publishing	University of Bradford	0.00
2011	Institute of Physics Publishing	University of Bradford	0.00
